index,pts,dts,duration,bytes,sha256
48,1600000000,1600000000,33333333,949,9c363206d5ae916232d315c0db4a9bf95b9342019a4cbfb657f80d8d5781505b
49,1633333333,1633333333,33333333,951,69e476014f0f4e1fcf459c1ac952d2db074739f79cfc2d65c4011dd1ac4bad3c
50,1666666666,1666666666,33333334,994,1fbeedc94143456435b5261871a209d4398d88ed0e08b40bbe9cb5528867ebe7
51,1700000000,1700000000,33333333,878,a2480fb84a70d29fd369d19bb0280b38ff80f79d1343ca2b4c2fd67098e84ebe
52,1733333333,1733333333,33333333,830,d6bd7ba94b577e7752371d16fa33e43d9f73e7fb93a94db4ee85a0c9555be7da
53,1766666666,1766666666,33333334,837,ecd64594c18d3de17ae11349e8bc7deea43cbe1cc3c67d735e6f1209ec36f144
54,1800000000,1800000000,33333333,883,856d1d119cb00a5133b070effc3e88f7ab6035fb2d1e0b37c4ff26833d06d3b2
55,1833333333,1833333333,33333333,897,291f48d49744d2203e7d15374d98e42ae3eec0b6cd2f9f92104fb49ade0593da
56,1866666666,1866666666,33333334,922,fe07fe4bd1ef2a5db48950276308d9e2acecb40a189f55c8959005120ca088f1
57,1900000000,1900000000,33333333,931,b56e5bec5868c8419f6bc7c076f02c5bc4af0a02c2a2b38e0c76810721b81dd3
58,1933333333,1933333333,33333333,959,25e49de26f4a358f772025f0ab70a3de052e9a3a28ef1ce9c8a63e1feb3c6678
59,1966666666,1966666666,33333334,1094,6f8d0198e89def07413a8ffc6f1ad6fa9f09e0250ea1a4c483c49fb3dc485f89
60,2000000000,2000000000,33333333,1036,568b31a3b6f35a4981f5d1ded6efae9bfdb751cb7e88b771d6a323fd9372a8bc
61,2033333333,2033333333,33333333,955,c1b4078f9f1de652d4e15691a4eefeac1ff225df51d7ed92980b8c7d8854ac8b
62,2066666666,2066666666,33333334,949,8af882d2d7b1c4da15269aa135929345c55c41e99b74347244b36e149d161d87
63,2100000000,2100000000,33333333,919,bcd7e9b0a4acfec018ad746135e9c79fbd521d0e4b23fe33edf7ccb4361e613b
64,2133333333,2133333333,33333333,871,d401e85d3e3edc9d49a3eb63ba1d55deceb53dd74c23c461ea951040022fa1a0
65,2166666666,2166666666,33333334,787,3eb2f80a773241ee6770d04681d5e4f76181aa7f4af5f6a58bb1cbfb5e2c7f29
66,2200000000,2200000000,33333333,756,3b86bbc4539b4ee7a9ddc9675f9a25bb04eb44eeea8adb9b8c9967b189f82b66
67,2233333333,2233333333,33333333,704,583d55a452f984409853c6b703f73218820ac0125edeacfc02a64d1c45d4b981
68,2266666666,2266666666,33333334,701,bcff8a69f4677edd5f7bca7eb823f0c9788574f2ec8de5bc208171c8b1090c48
69,2300000000,2300000000,33333333,675,af9ef8fdfd534bfd7f767f687a471c1fc1058585f8c4a89eeacff6435b35b8f6
70,2333333333,2333333333,33333333,768,133083b93d8ffb072b7b0fcdd1fdc71ce57c868560667a3ae9e53a1011466849
71,2366666666,2366666666,33333334,809,05b804f0d642578bc5cbdc9b0e1961c90f92befc29b88999cf286567ee463b30
72,2400000000,2400000000,33333333,847,7f982847087ced2852cc9e5f668e3b46f4747de35f82edc46aed439601a6b682
73,2433333333,2433333333,33333333,914,c3d67dc783a549f702994d14137ccfd8dba2e4416f67d000132a555a6e03dc39
74,2466666666,2466666666,33333334,853,eff603d5456be7c27fc6ac6f5e1e38beaf8e4c31b3865155e2531054a8a7d21a
75,2500000000,2500000000,33333333,956,e7341f41a18c041df29daa37c5101d5205bdcae4c7bd3a24e1b307946591e0f3
76,2533333333,2533333333,33333333,967,c58b1d86c37cacab1d8c8f7919c396f76d69d7f0e6c913485f777d17c46c11a0
77,2566666666,2566666666,33333334,997,725b7217ab7274637a40e8cd5c80658d263d105b91952fe58ff72e537f494e7f
78,2600000000,2600000000,33333333,998,bd7829d6efb713c8c29f2a39b9b25b7db05fd6d0a4a864b1d5955032cbd608a0
79,2633333333,2633333333,33333333,1026,e81864a79a1e32cd9d9dc6d1a33e15c50ef095140eff2c0714ec3e59a9d07690
80,2666666666,2666666666,33333334,900,a4844fc4d00d6d0806c6860764ce932d817a2365c0c39f2e4f0d1a09d59a4a86
81,2700000000,2700000000,33333333,977,3737534572b57414ff024d8fac01fbcde517726fe168db6297ba3e0b7deec5bc
82,2733333333,2733333333,33333333,1014,9dab7ee9391735666a622ff5e4d308c92c72514da6e2aac19872bf9f0a9a4c26
83,2766666666,2766666666,33333334,936,63ffcf3402a462f3b75d2d9b8b67f3fa4e547c9fd40d776816fda8c8e4ef9cad
84,2800000000,2800000000,33333333,988,a70f178f14b43c80ed32d7a042ca7abf12677a3a4c63d28ae7b7cbf7f1d21db7
85,2833333333,2833333333,33333333,982,4b44606710eafa614322812243280e799eb9a1217df88a3edec6d34e21fa06e0
86,2866666666,2866666666,33333334,1003,a9f838976389aceb73ca6288092adc57c3e111ab3a171a59ba38c6880b4f3523
87,2900000000,2900000000,33333333,878,e00a729ef138cce26bbfd7081835f622b4ed070a7316c16bdfd33e1fe189f225
88,2933333333,2933333333,33333333,924,9549cab981ebf2f9fb01e086017835d244673ddc9e67ed48fb82c8e1db2e4b49
89,2966666666,2966666666,33333334,872,81a6d40b103d31b790cdcb40025d84af8020f9626d974fd6615593ae1e51c025
90,3000000000,3000000000,33333333,913,3b521a1af6b58a2bc02a1e4f8d505d0e8900c29334a24fab69596c9518f7336f
91,3033333333,3033333333,33333333,978,1b3292a7a33beab2ddf60077fb562da8d478d9519eb256680f9fd071a2a7c5b6
92,3066666666,3066666666,33333334,989,7cb0037326ff404abc9325bfab7cdf4db33ead641688ce9d5777c8b176df2a24
93,3100000000,3100000000,33333333,942,c8fb29b994a251a6bbc5a2f0ac7de86ce1451afbbe17c4f6d8e94ec480ac451c
94,3133333333,3133333333,33333333,823,1c13ee112601d5513a50405e63e52c7882672fb169bfe43796693dd0cfb546cb
95,3166666666,3166666666,33333334,989,761efee4000545f4bd6f180b91805fabe6a06a96f5273d121e351dba540e4a34
96,3200000000,3200000000,33333333,1011,862a9ba4461345b9fbd74324217af9ff6026ef9e24ee6111d0919605795b9394
97,3233333333,3233333333,33333333,998,09e09479eb2a8719b99a90eda854ec0baed11e7e7214026a838058cffbdd5d7e
98,3266666666,3266666666,33333334,951,df1670dda14fd51636a09ecfe3b1012d798b7b8d9c3c9a1c2e0c6720952564c6
99,3300000000,3300000000,33333333,1046,28be07481eff026aae5ca29fd40fb9b5d33f064d3ca7e7c76923e3168c90311f
100,3333333333,3333333333,33333333,931,ae41e536efc7d919084329dbe4a53b4e92544b8b6b399be4895d3b11ac8d9aaa
101,3366666666,3366666666,33333334,926,92d450a5bb24bcc16f116a84bfa446a9c5f50370a3397b57fc9c3d7516c8bbba
102,3400000000,3400000000,33333333,858,fc856f7cee14f9318eef0f263e04827bf92630d632622d17ed26d4b3a33f0920
103,3433333333,3433333333,33333333,874,6caa58d524b59b3399ff2126367e4357e3d40280e7f27f6eab877496443634e6
104,3466666666,3466666666,33333334,791,9b1c72bc5611c9898399b56f8a94b5dd1bda97ee3efc26c7cc1abf0b9624457c
105,3500000000,3500000000,33333333,795,bd322156fab721d69a594462c76a930ab0c617649334fd4129e9e51174af7b17
106,3533333333,3533333333,33333333,796,961e153b425250610f9eab43b2add0041a2d74c23dce96dafa191b5bf608e3e4
107,3566666666,3566666666,33333334,776,094bcea85eae4953e23586fd04f13fc1102ae85caf0c014605fe267c1fe05e1e
108,3600000000,3600000000,33333333,868,360036b7fb2d94b646ba7d55fcd11002543ded3eea1413958ee81e608648b9a4
109,3633333333,3633333333,33333333,756,202e162acfb88bc276b0858336401a5a90f224477eb6c760168493a4b9db9ef5
110,3666666666,3666666666,33333334,932,17405ceada7257122d7c6d10cef08af66f26cf6620a8f088e9e81a7daa4ec7cc
111,3700000000,3700000000,33333333,918,e09bdbd952d5824abfed53acadd09625d17f1a68df66be67471b56364d6086f3
112,3733333333,3733333333,33333333,972,5d8d1d138541bc2517fa08fe45aff7a96d696edae6819bbf23413c55a2112b63
113,3766666666,3766666666,33333334,989,d9e360ba75504fa3528063fbd5bb964bc1e52b5fcdcd57859398cb5b396ebfea
114,3800000000,3800000000,33333333,992,5103a9b4303189c0cbb52ebf0f3b7b0a4f8d4d7a160821c5b18bc44b41d65841
115,3833333333,3833333333,33333333,1017,5311097f1eb811df4ee946bc2a297f8f5d77ba8ae2007ac3cbab7697acf192db
116,3866666666,3866666666,33333334,963,85d1254acec96945087cf6fbe54de95cc0a28b9a51c9660f32d52b683e13bdaa
117,3900000000,3900000000,33333333,985,35f7b9564d63ec91b0fe49b8ec4910c34f19aabf09364ba7e90dc02ebd5443fe
118,3933333333,3933333333,33333333,891,e5eebc655f42c84b052d6cc99164604850d268d9cb60effd626fb3b29ccb5c7d
119,3966666666,3966666666,33333334,1013,adf876446fa437028a07b8b98e5758e41f8ce9f39a1b38861d2845c550b8a106
120,4000000000,4000000000,33333333,979,f44dc50bd97cf50e7dba0e57e9e0be538725faec6acf09b0d0a195f299aa0093
121,4033333333,4033333333,33333333,1006,8c955592afc5a4b268cf48aa4b4534efe8676035d3c42945f2984c659ebc044e
